Price,Open,High,Low,Close,Volume,SMA_50,SMA_200,EMA_50,MACD,MACD_Signal,RSI,BB_High,BB_Low,VWAP,Negative_News,Neutral_News,Positive_News
2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,163500.0,8680.100976599999,0.0,8684.675167640477,-12.13842815663702,15.895928971815309,43.88124635879049,8999.28111976945,8563.173860730549,8798.09484310452,0.0,0.0,0.0
2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,174600.0,8688.97198246,0.0,8680.213411693792,-23.39196507051747,8.038350163348753,40.68843250263688,8994.6595055764,8535.3555335236,8782.216539561383,0.0,0.0,0.0
2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,150700.0,8697.94798832,0.0,8675.142312843054,-33.537705215914684,-0.2768609125039347,39.71220039664068,8996.164718654052,8505.580398645949,8754.699052685146,0.0,0.0,0.0
2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,156700.0,8704.115000040001,0.0,8669.958308221758,-41.73865452395148,-8.569219634793445,39.30846140336106,9001.733493011086,8478.81162428891,8726.066695946964,0.0,0.0,0.0
2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,161000.0,8709.04099614,0.0,8664.501112016982,-48.657507406045625,-16.586877189043882,38.66153789118158,9005.307111259845,8452.108025640155,8685.942345486621,0.0,0.0,0.0
2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,280100.0,8709.42400396,0.0,8651.859907271217,-68.57271568225951,-26.98404488768701,30.318495311148865,9030.389728614951,8384.515447385049,8636.59846161632,0.0,0.0,0.0
2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,193000.0,8710.264003960001,0.0,8639.68502428019,-83.45417270000871,-38.27807045015135,30.290509210281897,9050.61210580785,8330.04814839215,8603.421232855731,0.0,0.0,0.0
2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,134700.0,8714.55900396,0.0,8633.905211759398,-82.12482910194922,-47.04742218051092,41.90910832959971,9035.544765992949,8309.885507807052,8587.22185961953,0.0,0.0,0.0
2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,167200.0,8714.49599614,0.0,8628.301085808049,-80.25111324475802,-53.68816039336034,41.84441274112575,8995.758442095259,8303.09683170474,8572.20941451532,0.0,0.0,0.0
2015-04-01,8483.700195,8603.400391,8464.75,8586.25,125500.0,8715.945000040001,0.0,8626.6520236195,-70.27026904616469,-57.00458212392122,48.159856945737246,8937.156706065769,8320.69856773423,8557.020661896346,0.0,0.0,0.0
2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,146900.0,8718.12900396,0.0,8627.955881163833,-55.7744736649729,-56.75856043213156,52.45894216240767,8893.732639043676,8337.847634756323,8550.171348377835,0.0,0.0,0.0
2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,148700.0,8717.42300788,0.0,8629.224270333878,-43.74990039862678,-54.15682842543061,52.48195665063175,8838.870871086925,8364.964383213075,8550.313492038256,0.0,0.0,0.0
2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,148200.0,8717.121015699999,0.0,8632.56451036,-29.51464781218783,-49.228392302782055,55.61611654610474,8831.887989153245,8367.712304246754,8549.059549063268,0.0,0.0,0.0
2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,152700.0,8717.45900398,0.0,8638.279619953726,-12.9279337252392,-41.96830058727349,59.05153625082492,8843.26531571401,8362.959977685992,8552.113252100991,0.0,0.0,0.0
2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,139000.0,8716.35400398,0.0,8643.850992073189,0.3781990975876397,-33.49900065030127,59.16073873681072,8856.162233682386,8358.103001117615,8556.1115715307,0.0,0.0,0.0
2015-04-13,8801.75,8841.650391,8762.099609,8834.0,121600.0,8714.824003979998,0.0,8651.307815913455,15.078725245413809,-23.783455471158256,62.01596939210409,8868.04934759801,8352.015887201991,8567.939622344744,0.0,0.0,0.0
2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,142900.0,8710.672011780001,0.0,8653.480066073711,16.26942396242339,-15.772879584441926,52.61610577455308,8873.982590220636,8351.977664079364,8576.803394064873,0.0,0.0,0.0
2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,150400.0,8703.7450196,0.0,8651.618102698272,8.983837043129824,-10.821536258927576,46.599070882984286,8872.47369695535,8350.771518244646,8581.268442271185,0.0,0.0,0.0
2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,148900.0,8696.52900396,0.0,8643.63698529834,-9.42266637276225,-10.541762281694512,39.0568591420617,8862.701292611566,8333.023902988434,8578.553513347351,0.0,0.0,0.0
2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,407800.0,8688.13599614,0.0,8633.210044698406,-29.34826986529515,-14.30306379841464,36.24236013010296,8860.53734695929,8304.372809540708,8570.071130173463,0.0,0.0,0.0
2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,171800.0,8681.59900394,0.0,8625.22926627886,-40.480869355282266,-19.53862490978817,39.69812946446469,8856.868143659904,8287.546993240096,8575.66566338265,0.0,0.0,0.0
2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,156000.0,8675.09099614,0.0,8616.330071718905,-51.24654543028191,-25.88020901388692,38.34525744232832,8858.165681733873,8268.989396566125,8572.322865457296,0.0,0.0,0.0
2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,173600.0,8666.96199224,0.0,8604.130853220124,-66.51996217929809,-34.008159646969155,34.58404731318876,8866.720468929389,8235.869570270608,8559.632308655584,0.0,0.0,0.0
2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,171500.0,8658.01699224,0.0,8588.823753289924,-85.02342433673948,-44.21121258492322,31.331314389881516,8882.941638323515,8186.733361876486,8537.765547490111,0.0,0.0,0.0
2015-04-28,8215.549805,8308.0,8185.149902,8285.599609,174600.0,8653.201992240001,0.0,8576.932610376592,-92.8238912425768,-53.93374831645394,36.38982305989167,8887.263525627379,8157.891454972621,8511.737254767011,0.0,0.0,0.0
2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,160400.0,8646.685996139999,0.0,8563.709762910843,-101.5350647073501,-63.45401159463318,34.63522041019651,8894.788275460602,8140.1266660393985,8486.45544456525,0.0,0.0,0.0
2015-04-30,8224.5,8229.400391,8144.75,8181.5,267700.0,8637.76798832,0.0,8548.721144757477,-111.84968705488065,-73.13314668668266,32.49175266686416,8907.579419185111,8111.345483214887,8441.747469162105,0.0,0.0,0.0
2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,131700.0,8630.17599612,0.0,8540.22032319836,-106.65457861428511,-79.83743307220317,42.40596101131576,8907.010266501691,8095.879674898309,8415.687001698507,0.0,0.0,0.0
2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,155500.0,8620.56199222,0.0,8531.7724597396,-101.93930164670564,-84.25780678710368,42.08958936430909,8905.961640733398,8080.308281166602,8390.56325675459,0.0,0.0,0.0
2015-05-06,8316.599609,8331.950195,8083.0,8097.0,209600.0,8606.31500004,0.0,8514.722559357657,-115.255359103483,-90.45731725037952,33.51177916230914,8913.287700538005,8024.0572213619935,8353.417342209235,0.0,0.0,0.0
2015-05-07,8077.0,8122.600098,7997.149902,8057.299805,161600.0,8590.07900396,0.0,8496.784412127945,-127.54168338895217,-97.87419047809404,32.27719279920444,8908.205400999144,7968.879462300854,8316.428920320712,0.0,0.0,0.0
2015-05-08,8131.5,8224.950195,8123.450195,8191.5,183100.0,8576.00300786,0.0,8484.812474397439,-125.00882579621248,-103.30111754171774,40.28563424147887,8884.949542366121,7945.25534043388,8289.210553676978,0.0,0.0,0.0
2015-05-11,8243.200195,8332.75,8224.650391,8325.25,192000.0,8565.836015679999,0.0,8478.555122460284,-110.93027553641696,-104.8269491406576,47.01111261232072,8846.134386472946,7945.155457227053,8278.180072818395,0.0,0.0,0.0
2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,173400.0,8553.27601568,0.0,8464.76669393243,-114.45469752049212,-106.75249881662452,39.84573085980215,8791.857820937837,7934.297061762162,8251.994801913272,0.0,0.0,0.0
2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,169800.0,8542.7430274,0.0,8455.773890052727,-107.25639910322388,-106.8532788739444,44.8030409940224,8722.24933186186,7949.415609438138,8238.555916126736,0.0,0.0,0.0
2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,134800.0,8531.8820313,0.0,8446.69256867811,-101.29184736202114,-105.74099257155974,44.39451805436345,8619.122033813968,7991.562926986029,8224.784154143197,0.0,0.0,0.0
2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,129800.0,8523.452031300001,0.0,8439.46343300446,-92.42118436977398,-103.0770309312026,46.18644648125755,8537.35950440136,8028.890397798641,8218.599050914636,0.0,0.0,0.0
2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,148700.0,8514.03304694,0.0,8436.882529396442,-75.53930700126512,-97.56948614521512,51.1341486311302,8483.36746285641,8059.64747844359,8224.09007376686,0.0,0.0,0.0
2015-05-19,8356.200195,8427.799805,8335.0,8365.650391,140300.0,8502.211054759999,0.0,8434.089112204425,-62.09009473817423,-90.47360786380696,50.77280575711483,8468.263825923364,8066.506193576636,8230.508375223895,0.0,0.0,0.0
2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,123600.0,8490.75105476,0.0,8433.664048980721,-46.2505425920117,-81.6289948094479,53.32998202289013,8476.431112928763,8062.888906571239,8238.76724236195,0.0,0.0,0.0
2015-05-21,8434.5,8446.349609,8382.5,8421.0,143800.0,8480.71804694,0.0,8433.16741960893,-33.493052533427544,-72.00180635424384,53.21369622590084,8474.679906309475,8063.770093690526,8256.927219927802,0.0,0.0,0.0
2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,187300.0,8471.14205084,0.0,8434.178508839952,-20.08881482333163,-61.6192080480614,54.99616107881446,8486.831522340428,8057.683516659575,8271.018784169692,0.0,0.0,0.0
2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,121300.0,8463.412050840001,0.0,8431.671508493288,-16.433785850196728,-52.58212360848847,50.183771455514304,8493.916670379636,8057.098368620365,8274.181418970604,0.0,0.0,0.0
2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,116800.0,8455.95804692,0.0,8428.051041846493,-15.847868006856515,-45.23527248816208,48.58867288009383,8499.955868724988,8063.614150675013,8288.337584358587,0.0,0.0,0.0
2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,165500.0,8448.6510352,0.0,8424.386279774082,-15.58713046000048,-39.30564408252976,48.334344758243326,8503.61932972762,8064.85068967238,8308.074980632258,0.0,0.0,0.0
2015-05-28,8345.700195,8364.5,8270.150391,8319.0,232300.0,8439.5110352,0.0,8420.253484488825,-16.449631043404224,-34.73444147470465,47.45582077329141,8507.087006801827,8069.308012598171,8319.883331138357,0.0,0.0,0.0
2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,363900.0,8435.22904302,0.0,8420.778853371616,-7.792019044150948,-29.34595698859391,54.06420831201641,8522.686191508392,8078.92386699161,8333.514417713195,0.0,0.0,0.0
2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,122200.0,8431.23404302,0.0,8421.273815631554,-0.940134782125824,-23.664792547300294,54.0482457849804,8534.8985652988,8076.856512801199,8349.769902272117,0.0,0.0,0.0
2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,146800.0,8421.49705082,0.0,8414.025830508748,-11.27226235139824,-21.18628650811989,43.22160395380936,8532.252161358594,8070.6679557414045,8358.390289716233,0.0,0.0,0.0
2015-06-03,8232.450195,8236.700195,8094.149902,8135.100098,171400.0,8410.481044959999,0.0,8403.087566488797,-27.323683286282176,-22.413765863752342,38.902961364493294,8527.919784465887,8078.810342434112,8352.618280900939,0.0,0.0,0.0
2015-06-04,8155.149902,8160.049805,8056.75,8130.649902,154700.0,8400.40103518,0.0,8392.403736508844,-39.94320326334128,-25.91965334367013,38.72001593462542,8517.33592889833,8096.729207701673,8342.579958003962,0.0,0.0,0.0
2015-06-05,8119.149902,8191.0,8100.149902,8114.700195,162100.0,8391.27703126,0.0,8381.513401547714,-50.64743966402057,-30.865210607740224,38.02974346506848,8524.319950563477,8082.065205536525,8328.241213306605,0.0,0.0,0.0
2015-06-08,8124.350098,8131.0,8030.549805,8044.149902,135900.0,8381.14202148,0.0,8368.28346038898,-64.08471446610201,-37.50911137941259,35.05300249594372,8536.989258345342,8041.285887954661,8310.345747255906,0.0,0.0,0.0
2015-06-09,8026.5,8057.149902,8005.149902,8022.399902,136000.0,8370.73101562,0.0,8354.719399275687,-75.61722646811904,-45.13073439715388,34.165139471768896,8549.032668121241,8018.787448878758,8288.431925567162,0.0,0.0,0.0
2015-06-10,8024.149902,8152.25,8023.799805,8124.450195,136800.0,8362.604023419999,0.0,8345.68923440213,-75.65017145581805,-51.23462180888672,41.63500641760095,8551.824144024546,8004.895972975451,8269.65265040959,0.0,0.0,0.0
2015-06-11,8157.299805,8163.049805,7958.25,7965.350098,166200.0,8355.068017560001,0.0,8330.773974151067,-87.50561846947585,-58.48882114100455,34.972669364832086,8570.574826635886,7960.260280664114,8237.495449541033,0.0,0.0,0.0
2015-06-12,7959.850098,7995.600098,7940.299805,7982.899902,136600.0,8347.898007779999,0.0,8317.131853674555,-94.39687471699108,-65.67043185620186,36.18570195786208,8580.53685201793,7922.353284582068,8214.108106628522,0.0,0.0,0.0
2015-06-15,7986.600098,8057.700195,7944.850098,8013.899902,133000.0,8338.33000972,0.0,8305.240404589278,-96.24732477168618,-71.78581043929873,38.372580353873225,8573.024784605861,7893.890303094138,8195.844701467715,0.0,0.0,0.0
2015-06-16,8004.200195,8061.850098,7952.350098,8047.299805,124000.0,8329.45600582,0.0,8295.125086958325,-93.93589224164224,-76.21582679976744,40.729336361988125,8560.655725379025,7874.424303720973,8177.740284482377,0.0,0.0,0.0
2015-06-17,8084.200195,8136.850098,8048.950195,8091.549805,152500.0,8319.56200192,0.0,8287.141742567803,-87.52453180082011,-78.47756779997798,43.79596299240387,8534.630787232289,7867.279222367711,8157.419146296567,0.0,0.0,0.0
2015-06-18,8113.700195,8186.899902,8101.799805,8174.600098,144800.0,8309.85599606,0.0,8282.728344741614,-74.87886099617936,-77.75782643921826,49.11711224893167,8506.734608732628,7870.535410667373,8114.573930625852,0.0,0.0,0.0
2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,147100.0,8301.149003859999,0.0,8280.462534947826,-60.10143184728804,-74.22654752083221,52.07925071466328,8470.685743419317,7883.18427598068,8103.280588105506,0.0,0.0,0.0
2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,122700.0,8293.92298822,0.0,8283.311047655756,-37.6160120884997,-66.90444043436571,58.67347206056308,8467.6580250214,7884.496955278599,8102.363954848815,0.0,0.0,0.0
2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,131700.0,8285.987988219998,0.0,8287.163547943766,-17.301026418926995,-56.98375763127797,59.989799604424114,8475.026879456285,7881.348120443713,8115.664128610385,0.0,0.0,0.0
2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,130100.0,8277.59798822,0.0,8290.053197396952,-2.8388620975347294,-46.15477852452932,58.52903482122181,8479.311384399793,7879.688615500206,8132.784244651799,0.0,0.0,0.0
2015-06-25,8336.25,8423.150391,8329.5,8398.0,201200.0,8268.87798822,0.0,8294.286405342169,11.487809084153923,-34.626261002792674,60.39304364351749,8492.449767340337,7874.450232559663,8157.826268409736,0.0,0.0,0.0
2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,110600.0,8262.3659765,0.0,8297.6908447013,21.23331447055898,-23.454345908122345,59.091827951834205,8482.06367127049,7879.581250429507,8176.226999899524,0.0,0.0,0.0
2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,132000.0,8256.61398432,0.0,8298.502983771838,23.625059824915297,-14.038464761514817,54.40825561777856,8460.800359503077,7889.344562196923,8193.481471530187,0.0,0.0,0.0
2015-06-30,8316.349609,8378.0,8298.950195,8368.5,158500.0,8255.02199214,0.0,8301.247964800394,29.226252944994485,-5.385521220212956,57.31923354683968,8478.6521520585,7884.6977501415,8212.232486449138,0.0,0.0,0.0
2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,131800.0,8256.527988240001,0.0,8307.200978141555,40.02630319069976,3.696843661969588,61.757029037952655,8516.130997165174,7879.013875734826,8242.80828000632,0.0,0.0,0.0
2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,112000.0,8256.83199216,0.0,8312.600955116395,47.3816451075254,12.433803951080751,61.09761560388217,8547.695668269682,7878.874253530319,8274.042659463441,0.0,0.0,0.0
2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,88400.0,8258.564003880001,0.0,8319.35779573928,55.795298801820536,21.10610292122871,63.17597634419148,8582.8950084563,7880.6949329436975,8302.095398863321,0.0,0.0,0.0
2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,101500.0,8262.9020117,0.0,8327.310446533818,64.72285883237055,29.82945410345708,65.04863990117134,8617.365441130409,7894.024549169594,8330.52815367748,0.0,0.0,0.0
2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,122200.0,8268.8420117,0.0,8334.506107650139,70.07434363314496,37.87843200939466,63.98092398757963,8641.432772241757,7918.797208358244,8362.849858651296,0.0,0.0,0.0
2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,188100.0,8270.391015619998,0.0,8335.625468330525,61.68220957525409,42.639187522566544,52.01289994642512,8647.728218658393,7936.361722941606,8381.371047827999,0.0,0.0,0.0
